session;group;item_no;type;condition;cond_name;sentence;is_question;question_type;np_in_question;question;corr_answ;target_np_gender;words_in_sentence;word_no_subject;word_no_distractor;word_no_critical
1;2;53;experimental;b;LoSyn/HiSem;Der Investor befürchtete, dass der Eigentümer, der von dem guten Unternehmer erzählt hatte, einfach voreilig verkaufte, bevor Gewinne maximiert wurden.;no;;;;;masc;20;6;11;16
1;2;54;experimental;c;HiSyn/LoSem;Der Auszubildende bemerkte, dass der Schreiner, der erwartet hatte, dass die Lieferung pünktlich war, laut ungehalten schimpfte, als der Termin verstrich.;no;;;;;masc;21;6;12;17
1;2;55;experimental;d;HiSyn/HiSem;Der Schneider erzählte, dass der Designer, der verlangt hatte, dass das Model exklusiv war, oftmals gedankenlos einkaufte, ohne Preise zu beachten.;no;;;;;masc;21;6;12;17
1;2;56;experimental;a;LoSyn/LoSem;Der Nachrichtensprecher berichtete, dass die Ministerin, die über den umstrittenen Beschluss gespottet hatte, plötzlich beharrlich schwieg, um ihre Partei zu schützen.;no;;;;;fem;21;6;11;16
1;2;57;experimental;b;LoSyn/HiSem;Der Angehörige hörte, dass die Suchtkranke, die von dem renommierten Therapeuten gewusst hatte, weiter entschlossen durchhielt, um ihre Ehe zu retten.;no;;;;;fem;21;6;11;16
1;2;58;experimental;c;HiSyn/LoSem;Die Kita-Leiterin kritisierte, dass die Mutter, die geschimpft hatte, dass das Essen lieblos war, zu spät kam, um ihr Kind abzuholen.;no;;;;;fem;21;6;12;17
1;2;59;experimental;d;HiSyn/HiSem;Der Direktor sagte, dass der Junge, der gedacht hatte, dass der Prüfer ungerecht war, auffällig häufig nachfragte, um Unklarheiten zu klären.;no;;;;;masc;21;6;12;17
1;2;60;experimental;a;LoSyn/LoSem;Der Assistent hoffte, dass die Dichterin, die von der hartnäckigen Schreibblockade geträumt hatte, dennoch weiter schrieb, um das Werk zu vollenden.;no;;;;;fem;21;6;11;16
1;3;1;experimental;c;HiSyn/LoSem;Der Journalist entdeckte, dass die Kollegin, die berichtet hatte, dass der Skandal grauenhaft war, gelegentlich schamlos log, um Informationen zu erhalten.;yes;main_verb;target;War es die Kollegin, die schamlos log?;j;fem;21;6;12;17
1;3;2;experimental;d;HiSyn/HiSem;Der Professor bemerkte, dass die Studentin, die argumentiert hatte, dass der Gastredner umstritten war, sehr sorgfältig argumentierte, um das Gremium zu überzeugen.;yes;main_verb;distractor;War es der Gastredner, der sehr sorgfältig argumentierte?;f;fem;22;6;12;17
1;3;3;experimental;a;LoSyn/LoSem;Der Passagier ahnte, dass die Flugbegleiterin, die über das lästige Handgepäck geschimpft hatte, dennoch freundlich lächelte, weil es von ihr erwartet wurde.;yes;main_verb;target;War es die Flugbegleiterin, die dennoch lächelte?;j;fem;22;6;11;16
1;3;4;experimental;b;LoSyn/HiSem;Der Lehrer vermutete, dass der Schüler, der von dem unangenehmen Busfahrer berichtet hatte, mehrfach aggressiv brüllte, um einen Streit zu provozieren.;yes;main_verb;distractor;War es der Busfahrer, der aggressiv brüllte?;f;masc;21;6;11;16
1;3;5;experimental;c;HiSyn/LoSem;Der Architekt erzählte, dass der Maurer, der genörgelt hatte, dass das Fundament schlecht war, immer besonders aufpasste, um Fehler zu vermeiden.;yes;main_verb;target;War es der Maurer, der besonders aufpasste?;j;masc;21;6;12;17
1;3;6;experimental;d;HiSyn/HiSem;Der Trauzeuge sah, dass der Bräutigam, der geprahlt hatte, dass die Braut glamourös war, leider ungünstig stolperte, wodurch er sich den Knöchel verstauchte.;yes;adj;target;War der Bräutigam glamourös?;f;masc;23;6;12;17
1;3;7;experimental;a;LoSyn/LoSem;Der Laborleiter wusste, dass der Wissenschaftler, der über die unzuverlässige Messung gejammert hatte, alles gewissenhaft dokumentierte, um den Überblick zu behalten.;yes;adj;distractor;War die Messung unzuverlässig?;j;masc;21;6;11;16
1;3;8;experimental;b;LoSyn/HiSem;Die Aushilfe sagte, dass der Bäcker, der über den dreisten Kunden gemeckert hatte, morgens immer hetzte, um alles fertig zu kriegen.;yes;adj;target;War der Bäcker dreist?;f;masc;21;6;11;16
1;3;9;experimental;c;HiSyn/LoSem;Der Naturschützer bewunderte, dass die Aktivistin, die gewarnt hatte, dass die Situation gefährlich war, weiterhin friedlich demonstrierte, um eine Veränderung zu bewirken.;yes;adj;distractor;War die Situation gefährlich?;j;fem;22;6;12;17
1;3;10;experimental;d;HiSyn/HiSem;Die Sekretärin erklärte, dass die Steuerberaterin, die gewarnt hatte, dass die Klientin unzuverlässig war, immer noch telefonierte, um eine Fristverlängerung zu erwirken.;yes;adj;target;War die Steuerberaterin unzuverlässig?;f;fem;22;6;12;17
1;3;11;experimental;a;LoSyn/LoSem;Der Chefredakteur vermutete, dass der Mitarbeiter, der von der erfundenen Geschichte erfahren hatte, auch gelegentlich schwindelte, um interessantere Artikel zu schreiben.;yes;intro_verb;intro;Vermutete es der Chefredakteur?;j;masc;21;6;11;16
1;3;12;experimental;b;LoSyn/HiSem;Der Vormund ahnte, dass der Ersttäter, der an den überflüssigen Bewährungshelfer gedacht hatte, ganz bewusst provozierte, um ihn zu ärgern.;yes;intro_verb;target;War es der Ersttäter, der das ahnte?;f;masc;20;6;11;16
1;3;13;experimental;c;HiSyn/LoSem;Der Protokollant dokumentierte, dass die Beschuldigte, die gehofft hatte, dass die Geldstrafe mild war, immer wieder weinte, weil sie Reue empfand.;yes;intro_verb;target;War es die Beschuldigte, die es dokumentierte?;f;fem;21;6;12;17
1;3;14;experimental;d;HiSyn/HiSem;Der Lotse veranlasste, dass die Pilotin, die erfahren hatte, dass der Urlauber verspätet war, noch nicht startete, obwohl die Zeit drängte.;yes;intro_verb;target;War es die Pilotin, die das veranlasste?;f;fem;21;6;12;17
1;3;15;experimental;a;LoSyn/LoSem;Der Wirt bemerkte, dass die Kellnerin, die über die schlechte Bezahlung geschimpft hatte, stets freundlich grüßte, wenn Gäste das Restaurant betraten.;yes;intro_verb;intro;War es der Wirt, der das bemerkte?;j;fem;21;6;11;16
1;3;16;experimental;b;LoSyn/HiSem;Die Ladeninhaberin vermutete, dass der Friseur, der von der tollen Kundin geschwärmt hatte, immer unentwegt plauderte, um das Klischee zu erfüllen.;yes;relcl_verb;target;War es der Friseur, der geschwärmt hatte?;j;masc;21;6;11;16
1;3;17;experimental;c;HiSyn/LoSem;Der Thronfolger offenbarte, dass der König, der gedroht hatte, dass die Vergeltung gnadenlos war, noch nicht abdankte, obwohl er krank war.;yes;relcl_verb;intro;War es der Thronfolger, der gedroht hatte?;f;masc;21;6;12;17
1;3;18;experimental;d;HiSyn/HiSem;Der Reporter hörte, dass der Boxer, der gemeckert hatte, dass der Ringrichter unfair war, angeblich häufig schummelte, um den Sieg zu holen.;yes;relcl_verb;target;War es der Boxer, der gemeckert hatte?;j;masc;22;6;12;17
1;3;19;experimental;a;LoSyn/LoSem;Der Butler flüsterte, dass die Königin, die gegen die unstandesgemäße Hochzeit argumentiert hatte, offenbar heimlich rauchte, obwohl ihr Arzt davon abgeraten hatte.;yes;relcl_verb;intro;War es der Butler, der so argumentiert hatte?;f;fem;22;6;11;16
1;3;20;experimental;b;LoSyn/HiSem;Die Lehrerin empfahl, dass die Schülerin, die von der witzigen Schwester geschwärmt hatte, nachmittags fleißig lernte, um eine gute Note zu bekommen.;yes;relcl_verb;target;War es die Schülerin, die geschwärmt hatte?;j;fem;22;6;11;16
1;3;21;experimental;c;HiSyn/LoSem;Der Aufsichtsrat ahnte, dass der Börsenmakler, der gehofft hatte, dass die Investition raffiniert war, wiederholt hinterhältig betrog, um Schulden zu begleichen.;no;;;;;masc;21;6;12;17
1;3;22;experimental;d;HiSyn/HiSem;Der Auftraggeber würdigte, dass der Statiker, der kalkuliert hatte, dass der Lieferant optimal war, sehr geschickt plante, um die Fensterfront zu vergrößern.;no;;;;;masc;22;6;12;17
1;3;23;experimental;a;LoSyn/LoSem;Der Teamarzt befürchtete, dass der Radprofi, der an dem angenehmen Heilverfahren gezweifelt hatte, noch langfristig ausfiel, weil er unvernünftig war.;no;;;;;masc;20;6;11;16
1;3;24;experimental;b;LoSyn/HiSem;Der Sachbearbeiter hoffte, dass der Asylbewerber, der von dem notwendigen Dolmetscher berichtet hatte, noch pünktlich anrief, um einen guten Eindruck zu machen.;no;;;;;masc;22;6;11;16
1;3;25;experimental;c;HiSyn/LoSem;Die Küstenwache dokumentierte, dass die Taucherin, die erzählt hatte, dass das Schiffswrack alt war, früh morgens aufbrach, obwohl ein Gewitter aufzog.;no;;;;;fem;21;6;12;17
1;3;26;experimental;d;HiSyn/HiSem;Der Kardiologe erwartete, dass die Apothekerin, die gewarnt hatte, dass der Patient kompliziert war, gewohnt professionell arbeitete, weil sie einen guten Ruf hatte.;no;;;;;fem;23;6;12;17
1;3;27;experimental;a;LoSyn/LoSem;Der Komiker kritisierte, dass der Manager, der von dem einfallslosen Witz gehört hatte, häufig ausgiebig lästerte, um von eigenen Fehlern abzulenken.;no;;;;;masc;21;6;11;16
1;3;28;experimental;b;LoSyn/HiSem;Der Nachfolger erwartete, dass der Geschäftsführer, der auf den erfolgreichen Mediator gehofft hatte, jetzt schleunigst zurücktrat, um Platz zu machen.;no;;;;;masc;20;6;11;16
1;3;29;experimental;c;HiSyn/LoSem;Der Parkwächter beobachtete, dass die Tierpflegerin, die gemeckert hatte, dass das Gehege unzureichend war, noch geistesgegenwärtig eingriff, bevor eines der Tiere ausbrechen konnte.;no;;;;;fem;23;6;12;17
1;3;30;experimental;d;HiSyn/HiSem;Die Freundin beobachtete, dass die Veganerin, die geglaubt hatte, dass der Ernährungsberater ungewöhnlich war, bewusst ausgewogen kochte, um eventuelle Mangelerscheinungen zu vermeiden.;no;;;;;fem;22;6;12;17
1;3;31;experimental;a;LoSyn/LoSem;Die Verkäuferin erwartete, dass die Frau, die auf die günstige Reparatur gehofft hatte, noch abends wiederkam, um ihre Schuhe abzuholen.;no;;;;;fem;20;6;11;16
1;3;32;experimental;b;LoSyn/HiSem;Der Projektmanager ahnte, dass der Programmierer, der über den stressigen Berater gelästert hatte, einfach maßlos übertrieb, um sich aus der Verantwortung zu ziehen.;no;;;;;masc;23;6;11;16
1;3;33;experimental;c;HiSyn/LoSem;Die Investorin erwartete, dass die Konzernchefin, die beklagt hatte, dass der Vertrag fragwürdig war, weiterhin gewinnbringend agierte, um schwarze Zahlen zu schreiben.;no;;;;;fem;22;6;12;17
1;3;34;experimental;d;HiSyn/HiSem;Der Teamleiter erkannte, dass die Beamte, die genörgelt hatte, dass der Werksstudent unproduktiv war, sehr eifrig tippte, um pünktlich nach Hause gehen zu können.;no;;;;;fem;24;6;12;17
1;3;35;experimental;a;LoSyn/LoSem;Der Radfahrer sah, dass der Fahrlehrer, der auf die vorsichtige Fahrweise aufgepasst hatte, ganz plötzlich bremste, um einen Unfall zu vermeiden.;no;;;;;masc;21;6;11;16
1;3;36;experimental;b;LoSyn/HiSem;Der Regisseur erkannte, dass die Schauspielerin, die über den schlechten Techniker geschimpft hatte, immer ehrgeizig probte, um ihre Darbietung zu verbessern.;no;;;;;fem;21;6;11;16
1;3;37;experimental;c;HiSyn/LoSem;Der Staatsanwalt sagte, dass die Zeugin, die ausgesagt hatte, dass der Angriff brutal war, weiterhin bereitwillig kooperierte, weil sie Gerechtigkeit wollte.;no;;;;;fem;21;6;12;17
1;3;38;experimental;d;HiSyn/HiSem;Der Referent lobte, dass der Menschenrechtler, der berichtet hatte, dass der Anwalt erfolgreich war, weiterhin aufopferungsvoll kämpfte, um das Leid zu mindern.;no;;;;;masc;22;6;12;17
1;3;39;experimental;a;LoSyn/LoSem;Der Ingenieur erkannte, dass die Architektin, die von dem ausgefallenen Entwurf geschwärmt hatte, nicht sinnvoll kalkulierte, weil sie eigene Ziele verfolgte.;no;;;;;fem;21;6;11;16
1;3;40;experimental;b;LoSyn/HiSem;Der Pastor dachte, dass die Musikerin, die über den verstimmten Messdiener genörgelt hatte, etwas empfindlich reagierte, weil das Konzert wichtig war.;no;;;;;fem;21;6;11;16
1;3;41;experimental;c;HiSyn/LoSem;Die Esoterikerin befürwortete, dass die Bekannte, die erzählt hatte, dass das Programm brillant war, sonntags oft ausschlief, um entspannt in den Tag zu starten.;no;;;;;fem;24;6;12;17
1;3;42;experimental;d;HiSyn/HiSem;Die Lektorin bewunderte, dass die Autorin, die ausgesagt hatte, dass der Verleger unseriös war, sehr gewissenhaft weitermachte, um Missstände offenzulegen.;no;;;;;fem;20;6;12;17
1;3;43;experimental;a;LoSyn/LoSem;Der Onkel befürwortete, dass die Nichte, die auf die ausgelassene Feier gewartet hatte, einfach allein tanzte, weil ihr Freund nicht wollte.;no;;;;;fem;21;6;11;16
1;3;44;experimental;b;LoSyn/HiSem;Der Klinikleiter befürwortete, dass die Urologin, die über den stümperhaften Pfleger geklagt hatte, auch weiterhin praktizierte, weil sie recht hatte.;no;;;;;fem;20;6;11;16
1;3;45;experimental;c;HiSyn/LoSem;Der Ermittler befürchtete, dass der Verdächtige, der ausgesagt hatte, dass die Tat skrupellos war, noch weiter mordete, um Rache zu nehmen.;no;;;;;masc;21;6;12;17
1;3;46;experimental;d;HiSyn/HiSem;Die Rentnerin glaubte, dass der Verkäufer, der erzählt hatte, dass der Hersteller kulant war, sicherlich gern half, wenn Probleme aufträten.;no;;;;;masc;20;6;12;17
1;3;47;experimental;a;LoSyn/LoSem;Der Konzernchef wollte, dass der Biologe, der von dem vielversprechenden Ansatz gehört hatte, dennoch geduldig wartete, bevor weitere Schritte unternommen wurden.;no;;;;;masc;21;6;11;16
1;3;48;experimental;b;LoSyn/HiSem;Der Oppositionsführer behauptete, dass der Präsident, der von dem gescheiterten Diplomaten gewusst hatte, nur erneut kandidierte, um seine Immunität zu behalten.;no;;;;;masc;21;6;11;16
1;3;49;experimental;c;HiSyn/LoSem;Der Außenminister verurteilte, dass der Diktator, der gewusst hatte, dass das Gefängnis unmenschlich war, weiterhin skrupellos regierte, obwohl es Proteste gab.;no;;;;;masc;21;6;12;17
1;3;50;experimental;d;HiSyn/HiSem;Der Anästhesist wusste, dass die Ärztin, die gewarnt hatte, dass der Wunderheiler riskant war, dennoch konzentriert operierte, weil es ihre Berufsehre verlangte.;no;;;;;fem;22;6;12;17
1;3;51;experimental;a;LoSyn/LoSem;Der Inhaber respektierte, dass der Personalchef, der an der ausreichenden Qualifikation gezweifelt hatte, letztendlich intuitiv entschied, weil er viel Erfahrung hatte.;no;;;;;masc;21;6;11;16
1;3;52;experimental;b;LoSyn/HiSem;Der Bruder berichtete, dass der Kranke, der von dem alternativen Heilpraktiker gehört hatte, zusätzlich regelmäßig meditierte, um die Schmerzen zu lindern.;no;;;;;masc;21;6;11;16
1;3;53;experimental;c;HiSyn/LoSem;Der Investor befürchtete, dass der Eigentümer, der erzählt hatte, dass das Angebot gut war, einfach voreilig verkaufte, bevor Gewinne maximiert wurden.;no;;;;;masc;21;6;12;17
1;3;54;experimental;d;HiSyn/HiSem;Der Auszubildende bemerkte, dass der Schreiner, der erwartet hatte, dass der Spediteur pünktlich war, laut ungehalten schimpfte, als der Termin verstrich.;no;;;;;masc;21;6;12;17
1;3;55;experimental;a;LoSyn/LoSem;Der Schneider erzählte, dass der Designer, der nach dem exklusiven Material verlangt hatte, oftmals gedankenlos einkaufte, ohne Preise zu beachten.;no;;;;;masc;20;6;11;16
1;3;56;experimental;b;LoSyn/HiSem;Der Nachrichtensprecher berichtete, dass die Ministerin, die über den umstrittenen Kandidaten gespottet hatte, plötzlich beharrlich schwieg, um ihre Partei zu schützen.;no;;;;;fem;21;6;11;16
1;3;57;experimental;c;HiSyn/LoSem;Der Angehörige hörte, dass die Suchtkranke, die gewusst hatte, dass die Klinik renommiert war, weiter entschlossen durchhielt, um ihre Ehe zu retten.;no;;;;;fem;22;6;12;17
1;3;58;experimental;d;HiSyn/HiSem;Die Kita-Leiterin kritisierte, dass die Mutter, die geschimpft hatte, dass die Erzieherin lieblos war, zu spät kam, um ihr Kind abzuholen.;no;;;;;fem;21;6;12;17
1;3;59;experimental;a;LoSyn/LoSem;Der Direktor sagte, dass der Junge, der an die ungerechte Klassenarbeit gedacht hatte, auffällig häufig nachfragte, um Unklarheiten zu klären.;no;;;;;masc;20;6;11;16
1;3;60;experimental;b;LoSyn/HiSem;Der Assistent hoffte, dass die Dichterin, die von dem hartnäckigen Kritiker geträumt hatte, dennoch weiter schrieb, um das Werk zu vollenden.;no;;;;;fem;21;6;11;16
1;4;1;experimental;d;HiSyn/HiSem;Der Journalist entdeckte, dass die Kollegin, die berichtet hatte, dass der Vorgesetzte grauenhaft war, gelegentlich schamlos log, um Informationen zu erhalten.;yes;main_verb;distractor;War es der Vorgesetzte, der schamlos log?;f;fem;21;6;12;17
1;4;2;experimental;a;LoSyn/LoSem;Der Professor bemerkte, dass die Studentin, die gegen das umstrittene Experiment argumentiert hatte, sehr sorgfältig argumentierte, um das Gremium zu überzeugen.;yes;main_verb;target;War es die Studentin, die sehr sorgfältig argumentierte?;j;fem;21;6;11;16
1;4;3;experimental;b;LoSyn/HiSem;Der Passagier ahnte, dass die Flugbegleiterin, die über den lästigen Sitznachbarn geschimpft hatte, dennoch freundlich lächelte, weil es von ihr erwartet wurde.;yes;main_verb;distractor;War es der Sitznachbar, der dennoch lächelte?;f;fem;22;6;11;16
1;4;4;experimental;c;HiSyn/LoSem;Der Lehrer vermutete, dass der Schüler, der berichtet hatte, dass der Ausflug unangenehm war, mehrfach aggressiv brüllte, um einen Streit zu provozieren.;yes;main_verb;target;War es der Schüler, der aggressiv brüllte?;j;masc;22;6;12;17
1;4;5;experimental;d;HiSyn/HiSem;Der Architekt erzählte, dass der Maurer, der genörgelt hatte, dass der Leiharbeiter schlecht war, immer besonders aufpasste, um Fehler zu vermeiden.;yes;main_verb;distractor;War es der Leiharbeiter, der besonders aufpasste?;f;masc;21;6;12;17
1;4;6;experimental;a;LoSyn/LoSem;Der Trauzeuge sah, dass der Bräutigam, der mit der glamourösen Kreuzfahrt geprahlt hatte, leider ungünstig stolperte, wodurch er sich den Knöchel verstauchte.;yes;adj;distractor;War die Kreuzfahrt glamourös?;j;masc;22;6;11;16
1;4;7;experimental;b;LoSyn/HiSem;Der Laborleiter wusste, dass der Wissenschaftler, der über die unzuverlässige Laborantin gejammert hatte, alles gewissenhaft dokumentierte, um den Überblick zu behalten.;yes;adj;target;War der Wissenschaftler unzuverlässig?;f;masc;21;6;11;16
1;4;8;experimental;c;HiSyn/LoSem;Die Aushilfe sagte, dass der Bäcker, der gemeckert hatte, dass die Bestellung dreist war, morgens immer hetzte, um alles fertig zu kriegen.;yes;adj;distractor;War die Bestellung dreist?;j;masc;22;6;12;17
1;4;9;experimental;d;HiSyn/HiSem;Der Naturschützer bewunderte, dass die Aktivistin, die gewarnt hatte, dass die Politikerin gefährlich war, weiterhin friedlich demonstrierte, um eine Veränderung zu bewirken.;yes;adj;target;War die Aktivistin gefährlich?;f;fem;22;6;12;17
1;4;10;experimental;a;LoSyn/LoSem;Die Sekretärin erklärte, dass die Steuerberaterin, die vor der unzuverlässigen Software gewarnt hatte, immer noch telefonierte, um eine Fristverlängerung zu erwirken.;yes;adj;distractor;War die Software unzuverlässig?;j;fem;21;6;11;16
1;4;11;experimental;b;LoSyn/HiSem;Der Chefredakteur vermutete, dass der Mitarbeiter, der von dem erfundenen Erpresser erfahren hatte, auch gelegentlich schwindelte, um interessantere Artikel zu schreiben.;yes;intro_verb;target;Vermutete es der Mitarbeiter?;f;masc;21;6;11;16
1;4;12;experimental;c;HiSyn/LoSem;Der Vormund ahnte, dass der Ersttäter, der gedacht hatte, dass die Maßnahme überflüssig war, ganz bewusst provozierte, um ihn zu ärgern.;yes;intro_verb;intro;War es der Vormund, der das ahnte?;j;masc;21;6;12;17
1;4;13;experimental;d;HiSyn/HiSem;Der Protokollant dokumentierte, dass die Beschuldigte, die gehofft hatte, dass der Richter mild war, immer wieder weinte, weil sie Reue empfand.;yes;intro_verb;intro;War es der Protokollant, der es dokumentierte?;j;fem;21;6;12;17
1;4;14;experimental;a;LoSyn/LoSem;Der Lotse veranlasste, dass die Pilotin, die von dem verspäteten Gepäck erfahren hatte, noch nicht startete, obwohl die Zeit drängte.;yes;intro_verb;intro;War es der Lotse, der das veranlasste?;j;fem;20;6;11;16
1;4;15;experimental;b;LoSyn/HiSem;Der Wirt bemerkte, dass die Kellnerin, die über den schlechten Koch geschimpft hatte, stets freundlich grüßte, wenn Gäste das Restaurant betraten.;yes;intro_verb;target;War es die Kellnerin, die das bemerkte?;f;fem;21;6;11;16
1;4;16;experimental;c;HiSyn/LoSem;Die Ladeninhaberin vermutete, dass der Friseur, der geschwärmt hatte, dass die Schere toll war, immer unentwegt plauderte, um das Klischee zu erfüllen.;yes;relcl_verb;intro;War es die Ladeninhaberin, die geschwärmt hatte?;f;masc;22;6;12;17
1;4;17;experimental;d;HiSyn/HiSem;Der Thronfolger offenbarte, dass der König, der gedroht hatte, dass der Handlanger gnadenlos war, noch nicht abdankte, obwohl er krank war.;yes;relcl_verb;target;War es der König, der gedroht hatte?;j;masc;21;6;12;17
1;4;18;experimental;a;LoSyn/LoSem;Der Reporter hörte, dass der Boxer, der über den unfairen Kampf gemeckert hatte, angeblich häufig schummelte, um den Sieg zu holen.;yes;relcl_verb;intro;War es der Reporter, der gemeckert hatte?;f;masc;21;6;11;16
1;4;19;experimental;b;LoSyn/HiSem;Der Butler flüsterte, dass die Königin, die gegen die unstandesgemäße Verlobte argumentiert hatte, offenbar heimlich rauchte, obwohl ihr Arzt davon abgeraten hatte.;yes;relcl_verb;target;War es die Königin, die so argumentiert hatte?;j;fem;22;6;11;16
1;4;20;experimental;c;HiSyn/LoSem;Die Lehrerin empfahl, dass die Schülerin, die geschwärmt hatte, dass der Film witzig war, nachmittags fleißig lernte, um eine gute Note zu bekommen.;yes;relcl_verb;intro;War es die Lehrerin, die geschwärmt hatte?;f;fem;23;6;12;17
1;4;21;experimental;d;HiSyn/HiSem;Der Aufsichtsrat ahnte, dass der Börsenmakler, der gehofft hatte, dass der Informant raffiniert war, wiederholt hinterhältig betrog, um Schulden zu begleichen.;no;;;;;masc;21;6;12;17
1;4;22;experimental;a;LoSyn/LoSem;Der Auftraggeber würdigte, dass der Statiker, der mit dem optimalen Untergrund kalkuliert hatte, sehr geschickt plante, um die Fensterfront zu vergrößern.;no;;;;;masc;21;6;11;16
1;4;23;experimental;b;LoSyn/HiSem;Der Teamarzt befürchtete, dass der Radprofi, der an dem angenehmen Sponsor gezweifelt hatte, noch langfristig ausfiel, weil er unvernünftig war.;no;;;;;masc;20;6;11;16
1;4;24;experimental;c;HiSyn/LoSem;Der Sachbearbeiter hoffte, dass der Asylbewerber, der berichtet hatte, dass die Flucht notwendig war, noch pünktlich anrief, um einen guten Eindruck zu machen.;no;;;;;masc;23;6;12;17
1;4;25;experimental;d;HiSyn/HiSem;Die Küstenwache dokumentierte, dass die Taucherin, die erzählt hatte, dass der Fischer alt war, früh morgens aufbrach, obwohl ein Gewitter aufzog.;no;;;;;fem;21;6;12;17
1;4;26;experimental;a;LoSyn/LoSem;Der Kardiologe erwartete, dass die Apothekerin, die vor der komplizierten Dosierung gewarnt hatte, gewohnt professionell arbeitete, weil sie einen guten Ruf hatte.;no;;;;;fem;22;6;11;16
1;4;27;experimental;b;LoSyn/HiSem;Der Komiker kritisierte, dass der Manager, der von dem einfallslosen Konkurrenten gehört hatte, häufig ausgiebig lästerte, um von eigenen Fehlern abzulenken.;no;;;;;masc;21;6;11;16
1;4;28;experimental;c;HiSyn/LoSem;Der Nachfolger erwartete, dass der Geschäftsführer, der gehofft hatte, dass der Abschluss erfolgreich war, jetzt schleunigst zurücktrat, um Platz zu machen.;no;;;;;masc;21;6;12;17
1;4;29;experimental;d;HiSyn/HiSem;Der Parkwächter beobachtete, dass die Tierpflegerin, die gemeckert hatte, dass der Veterinär unzureichend war, noch geistesgegenwärtig eingriff, bevor eines der Tiere ausbrechen konnte.;no;;;;;fem;23;6;12;17
1;4;30;experimental;a;LoSyn/LoSem;Die Freundin beobachtete, dass die Veganerin, die an die ungewöhnliche Ernährungsweise geglaubt hatte, bewusst ausgewogen kochte, um eventuelle Mangelerscheinungen zu vermeiden.;no;;;;;fem;21;6;11;16
1;4;31;experimental;b;LoSyn/HiSem;Die Verkäuferin erwartete, dass die Frau, die auf den günstigen Schuster gehofft hatte, noch abends wiederkam, um ihre Schuhe abzuholen.;no;;;;;fem;20;6;11;16
1;4;32;experimental;c;HiSyn/LoSem;Der Projektmanager ahnte, dass der Programmierer, der gelästert hatte, dass der Auftrag stressig war, einfach maßlos übertrieb, um sich aus der Verantwortung zu ziehen.;no;;;;;masc;24;6;12;17
1;4;33;experimental;d;HiSyn/HiSem;Die Investorin erwartete, dass die Konzernchefin, die beklagt hatte, dass die Personalrätin fragwürdig war, weiterhin gewinnbringend agierte, um schwarze Zahlen zu schreiben.;no;;;;;fem;22;6;12;17
1;4;34;experimental;a;LoSyn/LoSem;Der Teamleiter erkannte, dass die Beamte, die über das unproduktive Meeting genörgelt hatte, sehr eifrig tippte, um pünktlich nach Hause gehen zu können.;no;;;;;fem;23;6;11;16
1;4;35;experimental;b;LoSyn/HiSem;Der Radfahrer sah, dass der Fahrlehrer, der auf den vorsichtigen Jugendlichen aufgepasst hatte, ganz plötzlich bremste, um einen Unfall zu vermeiden.;no;;;;;masc;21;6;11;16
1;4;36;experimental;c;HiSyn/LoSem;Der Regisseur erkannte, dass die Schauspielerin, die geschimpft hatte, dass das Licht schlecht war, immer ehrgeizig probte, um ihre Darbietung zu verbessern.;no;;;;;fem;22;6;12;17
1;4;37;experimental;d;HiSyn/HiSem;Der Staatsanwalt sagte, dass die Zeugin, die ausgesagt hatte, dass der Attentäter brutal war, weiterhin bereitwillig kooperierte, weil sie Gerechtigkeit wollte.;no;;;;;fem;21;6;12;17
1;4;38;experimental;a;LoSyn/LoSem;Der Referent lobte, dass der Menschenrechtler, der über die erfolgreiche Rettung berichtet hatte, weiterhin aufopferungsvoll kämpfte, um das Leid zu mindern.;no;;;;;masc;21;6;11;16
1;4;39;experimental;b;LoSyn/HiSem;Der Ingenieur erkannte, dass die Architektin, die von dem ausgefallenen Künstler geschwärmt hatte, nicht sinnvoll kalkulierte, weil sie eigene Ziele verfolgte.;no;;;;;fem;21;6;11;16
1;4;40;experimental;c;HiSyn/LoSem;Der Pastor dachte, dass die Musikerin, die genörgelt hatte, dass die Orgel verstimmt war, etwas empfindlich reagierte, weil das Konzert wichtig war.;no;;;;;fem;22;6;12;17
1;4;41;experimental;d;HiSyn/HiSem;Die Esoterikerin befürwortete, dass die Bekannte, die erzählt hatte, dass die Therapeutin brillant war, sonntags oft ausschlief, um entspannt in den Tag zu starten.;no;;;;;fem;24;6;12;17
1;4;42;experimental;a;LoSyn/LoSem;Die Lektorin bewunderte, dass die Autorin, die über den unseriösen Verlag ausgesagt hatte, sehr gewissenhaft weitermachte, um Missstände offenzulegen.;no;;;;;fem;19;6;11;16
1;4;43;experimental;b;LoSyn/HiSem;Der Onkel befürwortete, dass die Nichte, die auf das ausgelassene Geburtstagskind gewartet hatte, einfach allein tanzte, weil ihr Freund nicht wollte.;no;;;;;fem;21;6;11;16
1;4;44;experimental;c;HiSyn/LoSem;Der Klinikleiter befürwortete, dass die Urologin, die beklagt hatte, dass die Naht stümperhaft war, auch weiterhin praktizierte, weil sie recht hatte.;no;;;;;fem;21;6;12;17
1;4;45;experimental;d;HiSyn/HiSem;Der Ermittler befürchtete, dass der Verdächtige, der ausgesagt hatte, dass der Anführer skrupellos war, noch weiter mordete, um Rache zu nehmen.;no;;;;;masc;21;6;12;17
