"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond","cond_name","coordinates","correct","correct_instructions_p1","correct_instructions_p2","correct_response","correct_response_exp_1","correct_response_prac","correct_start_next_block","count_ITI_1","count_ITI_prac","count_RSVP_exp_1","count_RSVP_prac","count_break_1","count_experiment","count_experiment_end","count_experiment_loop_1","count_experiment_trial_1","count_feedback","count_feedback_prac","count_fixation_cross_exp_1","count_fixation_cross_prac","count_instructions_p1","count_instructions_p2","count_logger","count_practice_end","count_practice_loop","count_practice_trial","count_question_exp_1","count_question_prac","count_reset_feedback_exp_1","count_reset_feedback_prac","count_response_exp_1","count_response_prac","count_select","count_start_next_block","count_trigger_break_1","count_trigger_exp_end","count_trigger_fix_1","count_trigger_pracend","count_trigger_pracfix","count_trigger_question_1","count_trigger_question_prac","count_trigger_response_1","count_trigger_response_prac","count_triggers","datetime","delay_ITI_1","delay_ITI_prac","description","disable_garbage_collection","exp_question","exp_sentence","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","is_question","isi","item","keyboard_backend","live_row","live_row_practice_loop","logfile","lst","mouse_backend","np_in_question","opensesame_codename","opensesame_version","practice_question","practice_sentence","question_type","repeat_cycle","response","response_break_1","response_experiment_end","response_feedback","response_feedback_prac","response_instructions_p1","response_instructions_p2","response_practice_end","response_response_exp_1","response_response_prac","response_start_next_block","response_time","response_time_break_1","response_time_experiment_end","response_time_feedback","response_time_feedback_prac","response_time_instructions_p1","response_time_instructions_p2","response_time_practice_end","response_time_response_exp_1","response_time_response_prac","response_time_start_next_block","round_decimals","sampler_backend","session","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_np_gender","time_ITI_1","time_ITI_prac","time_RSVP_exp_1","time_RSVP_prac","time_break_1","time_experiment","time_experiment_end","time_experiment_loop_1","time_experiment_trial_1","time_feedback","time_feedback_prac","time_fixation_cross_exp_1","time_fixation_cross_prac","time_instructions_p1","time_instructions_p2","time_logger","time_practice_end","time_practice_loop","time_practice_trial","time_question_exp_1","time_question_prac","time_reset_feedback_exp_1","time_reset_feedback_prac","time_response_exp_1","time_response_prac","time_select","time_start_next_block","time_trigger_break_1","time_trigger_exp_end","time_trigger_fix_1","time_trigger_pracend","time_trigger_pracfix","time_trigger_question_1","time_trigger_question_prac","time_trigger_response_1","time_trigger_response_prac","time_triggers","title","total_correct","total_response_time","total_responses","type","uniform_coordinates","width","word_dur","word_no_distractor","word_no_post","word_no_precrit","word_no_prepre","word_no_subject","word_no_verb","words_in_sentence"
"undefined","undefined","undefined","undefined","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","0","undefined","undefined","NA","1","1","NA","25","1","25","1","NA","0","0","0","25","0","0","25","1","0","0","27","0","0","1","25","1","25","1","25","1","0","NA","25","0","25","1","1","25","1","25","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Bruder berichtete, dass der Kranke, der von dem alternativen Medikament gehört hatte, zusätzlich regelmäßig meditierte, um die Schmerzen zu lindern.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","52","legacy","25","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","1","NA","NA","1","space","space","space","space","f","f","NA","199703","NA","NA","199703","5166","560849","8769","4459","2635","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","1083785","600492","1287037","588885","NA","1283","NA","611322","1286538","1084940","601652","1286542","588390","1290","562145","1303279","606862","570915","588386","1042515","599289","NA","NA","1042515","599289","611322","NA","1084785","NA","1287037","606818","588885","1042515","599289","1045151","600490","1283","pandora_session1","0","0","0","experimental","yes","1920","350","11","17","15","14","6","16","21"
"100","100","4961","4961","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","j","1","1","NA","26","1","26","1","NA","0","0","0","26","0","0","26","1","0","0","28","0","0","1","26","1","26","1","26","1","0","NA","26","0","26","1","1","26","1","26","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","War es der Vormund, der das ahnte?","Der Vormund ahnte, dass der Ersttäter, der an die überflüssige Maßnahme gedacht hatte, ganz bewusst provozierte, um ihn zu ärgern.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","12","legacy","26","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","intro","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","intro_verb","0","j","NA","NA","1","space","space","space","space","j","f","NA","4961","NA","NA","199703","5166","560849","8769","4459","4961","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","1303283","600492","1306583","588885","NA","1283","NA","611322","1306085","1084940","601652","1306088","588390","1290","562145","1326798","606862","570915","588386","1321836","599289","NA","NA","1321836","599289","611322","NA","1084785","NA","1306583","606818","588885","1321836","599289","1326798","600490","1283","pandora_session1","1","4961","1","experimental","yes","1920","330","11","17","15","14","6","16","20"
"100","100","4093.5","4093.5","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","j","1","1","NA","27","1","27","1","NA","0","0","0","27","0","0","27","1","0","0","29","0","0","1","27","1","27","1","27","1","0","NA","27","0","27","1","1","27","1","27","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","War die Bestellung dreist?","Die Aushilfe sagte, dass der Bäcker, der über die dreiste Bestellung gemeckert hatte, morgens immer hetzte, um alles fertig zu kriegen.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","8","legacy","27","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","distractor","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","adj","0","j","NA","NA","1","space","space","space","space","j","f","NA","3226","NA","NA","199703","5166","560849","8769","4459","3226","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","1326800","600492","1330180","588885","NA","1283","NA","611322","1329681","1084940","601652","1329684","588390","1290","562145","1349396","606862","570915","588386","1346170","599289","NA","NA","1346170","599289","611322","NA","1084785","NA","1330180","606818","588885","1346170","599289","1349396","600490","1283","pandora_session1","2","8187","2","experimental","yes","1920","350","11","17","15","14","6","16","21"
"100","100","4093.5","4093.5","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","28","1","28","1","NA","0","0","0","28","0","0","28","1","0","0","30","0","0","1","28","1","28","1","28","1","0","NA","28","0","28","1","1","28","1","28","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Die Hausfrau beobachtete kritisch, wie der unfreundliche Monteur die alte Waschmaschine, deren Motor kaputt war, ausbaute.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","152","legacy","28","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","j","NA","NA","1","space","space","space","space","j","f","NA","3226","NA","NA","199703","5166","560849","8769","4459","3226","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","1349399","600492","1352408","588885","NA","1283","NA","611322","1351909","1084940","601652","1351912","588390","1290","562145","1364053","606862","570915","588386","1346170","599289","NA","NA","1346170","599289","611322","NA","1084785","NA","1352408","606818","588885","1346170","599289","1349396","600490","1283","pandora_session1","2","8187","2","filler","yes","1920","370","filler","filler","filler","filler","filler","filler","16"
"100","100","4093.5","4093.5","#000000","no","xpyriment","legacy","legacy","0","c","HiSyn/LoSem","uniform","1","undefined","undefined","NA","1","1","NA","29","1","29","1","NA","0","0","0","29","0","0","29","1","0","0","31","0","0","1","29","1","29","1","29","1","0","NA","29","0","29","1","1","29","1","29","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Anästhesist wusste, dass die Ärztin, die gewarnt hatte, dass der Fallschirmsprung riskant war, dennoch konzentriert operierte, weil es ihre Berufsehre verlangte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","50","legacy","29","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","1","space","space","space","space","j","f","NA","3226","NA","NA","199703","5166","560849","8769","4459","3226","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","fem","1364056","600492","1367526","588885","NA","1283","NA","611322","1367027","1084940","601652","1367030","588390","1290","562145","1384546","606862","570915","588386","1346170","599289","NA","NA","1346170","599289","611322","NA","1084785","NA","1367526","606818","588885","1346170","599289","1349396","600490","1283","pandora_session1","2","8187","2","experimental","yes","1920","390","12","18","16","15","6","17","22"
"100","100","4093.5","4093.5","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","30","1","30","1","NA","0","0","0","30","0","0","30","1","0","0","32","0","0","1","30","1","30","1","30","1","0","NA","30","0","30","1","1","30","1","30","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Er fand, dass die überzeugte Aktivistin, die sich jahrelang energisch für den Umweltschutz eingesetzt hatte, langsam einen Gang zurückschalten könnte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","156","legacy","30","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","j","NA","NA","1","space","space","space","space","j","f","NA","3226","NA","NA","199703","5166","560849","8769","4459","3226","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","1384550","600492","1387888","588885","NA","1283","NA","611322","1387388","1084940","601652","1387392","588390","1290","562145","1402389","606862","570915","588386","1346170","599289","NA","NA","1346170","599289","611322","NA","1084785","NA","1387888","606818","588885","1346170","599289","1349396","600490","1283","pandora_session1","2","8187","2","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","20"
"100","100","4093.5","4093.5","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","NA","1","1","NA","31","1","31","1","NA","0","0","0","31","0","0","31","1","0","0","33","0","0","1","31","1","31","1","31","1","0","NA","31","0","31","1","1","31","1","31","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Außenminister verurteilte, dass der Diktator, der von dem unmenschlichen Funktionär gewusst hatte, weiterhin skrupellos regierte, obwohl es Proteste gab.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","49","legacy","31","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","1","space","space","space","space","j","f","NA","3226","NA","NA","199703","5166","560849","8769","4459","3226","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","1402392","600492","1405690","588885","NA","1283","NA","611322","1405191","1084940","601652","1405195","588390","1290","562145","1421420","606862","570915","588386","1346170","599289","NA","NA","1346170","599289","611322","NA","1084785","NA","1405690","606818","588885","1346170","599289","1349396","600490","1283","pandora_session1","2","8187","2","experimental","yes","1920","270","11","17","15","14","6","16","20"
"100","100","3472.6666666666665","3472.6666666666665","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","f","1","1","NA","32","1","32","1","NA","0","0","0","32","0","0","32","1","0","0","34","0","0","1","32","1","32","1","32","1","0","NA","32","0","32","1","1","32","1","32","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","War es der Vorgesetzte, der schamlos log?","Der Journalist entdeckte, dass die Kollegin, die von dem grauenhaften Vorgesetzten berichtet hatte, gelegentlich schamlos log, um Informationen zu erhalten.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","1","legacy","32","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","distractor","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","main_verb","0","f","NA","NA","1","space","space","space","space","f","f","NA","2231","NA","NA","199703","5166","560849","8769","4459","2231","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","fem","1421423","600492","1424734","588885","NA","1283","NA","611322","1424236","1084940","601652","1424239","588390","1290","562145","1442637","606862","570915","588386","1440406","599289","NA","NA","1440406","599289","611322","NA","1084785","NA","1424734","606818","588885","1440406","599289","1442637","600490","1283","pandora_session1","3","10418","3","experimental","yes","1920","370","11","17","15","14","6","16","20"
"100","100","3169","3169","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","f","1","1","NA","33","1","33","1","NA","0","0","0","33","0","0","33","1","0","0","35","0","0","1","33","1","33","1","33","1","0","NA","33","0","33","1","1","33","1","33","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","Schwänzte der Jugendliche oft die Schule?","Der Jugendliche war genervt, weil seine Freundin, die nicht studieren wollte, oft die Schule schwänzte, um Computer zu spielen.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","127","legacy","33","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","1","space","space","space","space","f","f","NA","2258","NA","NA","199703","5166","560849","8769","4459","2258","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","1442640","600492","1445866","588885","NA","1283","NA","611322","1445368","1084940","601652","1445371","588390","1290","562145","1461597","606862","570915","588386","1459338","599289","NA","NA","1459338","599289","611322","NA","1084785","NA","1445866","606818","588885","1459338","599289","1461597","600490","1283","pandora_session1","4","12676","4","filler","yes","1920","350","filler","filler","filler","filler","filler","filler","19"
"100","100","2889.8","2889.8","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","f","1","1","NA","34","1","34","1","NA","0","0","0","34","0","0","34","1","0","0","36","0","0","1","34","1","34","1","34","1","0","NA","34","0","34","1","1","34","1","34","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","War es die Lehrerin, die geschwärmt hatte?","Die Lehrerin empfahl, dass die Schülerin, die von dem witzigen Film geschwärmt hatte, nachmittags fleißig lernte, um eine gute Note zu bekommen.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","20","legacy","34","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","intro","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","relcl_verb","0","f","NA","NA","1","space","space","space","space","f","f","NA","1773","NA","NA","199703","5166","560849","8769","4459","1773","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","fem","1461599","600492","1465061","588885","NA","1283","NA","611322","1464563","1084940","601652","1464566","588390","1290","562145","1483540","606862","570915","588386","1481765","599289","NA","NA","1481766","599289","611322","NA","1084785","NA","1465061","606818","588885","1481765","599289","1483540","600490","1283","pandora_session1","5","14449","5","experimental","yes","1920","370","11","17","15","14","6","16","22"
"100","100","2889.8","2889.8","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","35","1","35","1","NA","0","0","0","35","0","0","35","1","0","0","37","0","0","1","35","1","35","1","35","1","0","NA","35","0","35","1","1","35","1","35","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Sie vermutete, dass die eingeschnappte Taxifahrerin, die sich gegenüber dem Kunden unhöflich benommen hatte, auch das Taxameter manipulieren würde.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","160","legacy","35","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","1","space","space","space","space","f","f","NA","1773","NA","NA","199703","5166","560849","8769","4459","1773","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","1483542","600492","1486765","588885","NA","1283","NA","611322","1486267","1084940","601652","1486270","588390","1290","562145","1500630","606862","570915","588386","1481765","599289","NA","NA","1481766","599289","611322","NA","1084785","NA","1486765","606818","588885","1481765","599289","1483540","600490","1283","pandora_session1","5","14449","5","filler","yes","1920","310","filler","filler","filler","filler","filler","filler","19"
"100","100","2889.8","2889.8","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","NA","1","1","NA","36","1","36","1","NA","0","0","0","36","0","0","36","1","0","0","38","0","0","1","36","1","36","1","36","1","0","NA","36","0","36","1","1","36","1","36","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Assistent hoffte, dass die Dichterin, die von der hartnäckigen Schreibblockade geträumt hatte, dennoch weiter schrieb, um das Werk zu vollenden.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","60","legacy","36","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","f","NA","NA","1","space","space","space","space","f","f","NA","1773","NA","NA","199703","5166","560849","8769","4459","1773","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","fem","1500634","600492","1504026","588885","NA","1283","NA","611322","1503527","1084940","601652","1503531","588390","1290","562145","1520288","606862","570915","588386","1481765","599289","NA","NA","1481766","599289","611322","NA","1084785","NA","1504026","606818","588885","1481765","599289","1483540","600490","1283","pandora_session1","5","14449","5","experimental","yes","1920","390","11","17","15","14","6","16","21"
"100","100","2889.8","2889.8","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","37","1","37","1","NA","0","0","0","37","0","0","37","1","0","0","39","0","0","1","37","1","37","1","37","1","0","NA","37","0","37","1","1","37","1","37","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Die Maklerin, die das französische Weinfest organisiert hatte, lächelte jeden Besucher am Stand an, weil sie Interesse heucheln wollte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","135","legacy","37","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","1","space","space","space","space","f","f","NA","1773","NA","NA","199703","5166","560849","8769","4459","1773","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","1520291","600492","1523521","588885","NA","1283","NA","611322","1523021","1084940","601652","1523026","588390","1290","562145","1537148","606862","570915","588386","1481765","599289","NA","NA","1481766","599289","611322","NA","1084785","NA","1523521","606818","588885","1481765","599289","1483540","600490","1283","pandora_session1","5","14449","5","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","19"
"100","100","3070.8333333333335","3070.8333333333335","#000000","no","xpyriment","legacy","legacy","0","c","HiSyn/LoSem","uniform","1","undefined","undefined","j","1","1","NA","38","1","38","1","NA","0","0","0","38","0","0","38","1","0","0","40","0","0","1","38","1","38","1","38","1","0","NA","38","0","38","1","1","38","1","38","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","War die Software unzuverlässig?","Die Sekretärin erklärte, dass die Steuerberaterin, die gewarnt hatte, dass die Software unzuverlässig war, immer noch telefonierte, um eine Fristverlängerung zu erwirken.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","10","legacy","38","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","distractor","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","adj","0","j","NA","NA","1","space","space","space","space","j","f","NA","3976","NA","NA","199703","5166","560849","8769","4459","3976","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","fem","1537151","600492","1540613","588885","NA","1283","NA","611322","1540115","1084940","601652","1540118","588390","1290","562145","1561692","606862","570915","588386","1557716","599289","NA","NA","1557716","599289","611322","NA","1084785","NA","1540613","606818","588885","1557716","599289","1561692","600490","1283","pandora_session1","6","18425","6","experimental","yes","1920","370","12","18","16","15","6","17","22"
"100","100","3070.8333333333335","3070.8333333333335","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","NA","1","1","NA","39","1","39","1","NA","0","0","0","39","0","0","39","1","0","0","41","0","0","1","39","1","39","1","39","1","0","NA","39","0","39","1","1","39","1","39","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Die Esoterikerin befürwortete, dass die Bekannte, die von der brillanten Therapeutin erzählt hatte, sonntags oft ausschlief, um entspannt in den Tag zu starten.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","41","legacy","39","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","1","space","space","space","space","j","f","NA","3976","NA","NA","199703","5166","560849","8769","4459","3976","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","fem","1561695","600492","1565241","588885","NA","1283","NA","611322","1564743","1084940","601652","1564746","588390","1290","562145","1582790","606862","570915","588386","1557716","599289","NA","NA","1557716","599289","611322","NA","1084785","NA","1565241","606818","588885","1557716","599289","1561692","600490","1283","pandora_session1","6","18425","6","experimental","yes","1920","350","11","17","15","14","6","16","23"
"100","100","3070.8333333333335","3070.8333333333335","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","NA","1","1","NA","40","1","40","1","NA","0","0","0","40","0","0","40","1","0","0","42","0","0","1","40","1","40","1","40","1","0","NA","40","0","40","1","1","40","1","40","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Die Investorin erwartete, dass die Konzernchefin, die über die fragwürdige Personalrätin geklagt hatte, weiterhin gewinnbringend agierte, um schwarze Zahlen zu schreiben.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","33","legacy","40","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","1","space","space","space","space","j","f","NA","3976","NA","NA","199703","5166","560849","8769","4459","3976","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","fem","1582793","600492","1586174","588885","NA","1283","NA","611322","1585676","1084940","601652","1585679","588390","1290","562145","1602636","606862","570915","588386","1557716","599289","NA","NA","1557716","599289","611322","NA","1084785","NA","1586174","606818","588885","1557716","599289","1561692","600490","1283","pandora_session1","6","18425","6","experimental","yes","1920","390","11","17","15","14","6","16","21"
"100","100","3070.8333333333335","3070.8333333333335","#000000","no","xpyriment","legacy","legacy","0","c","HiSyn/LoSem","uniform","1","undefined","undefined","NA","1","1","NA","41","1","41","1","NA","0","0","0","41","0","0","41","1","0","0","43","0","0","1","41","1","41","1","41","1","0","NA","41","0","41","1","1","41","1","41","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Auszubildende bemerkte, dass der Schreiner, der erwartet hatte, dass die Lieferung pünktlich war, laut ungehalten schimpfte, als der Termin verstrich.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","54","legacy","41","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","j","NA","NA","1","space","space","space","space","j","f","NA","3976","NA","NA","199703","5166","560849","8769","4459","3976","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","1602639","600492","1606019","588885","NA","1283","NA","611322","1605520","1084940","601652","1605523","588390","1290","562145","1622242","606862","570915","588386","1557716","599289","NA","NA","1557716","599289","611322","NA","1084785","NA","1606019","606818","588885","1557716","599289","1561692","600490","1283","pandora_session1","6","18425","6","experimental","yes","1920","390","12","18","16","15","6","17","21"
